关联表								
string	string	int	string	string	string	string	string	string
protect_state	保护状态不能侦查	1						
in_cd_time	在侦查cd内不能侦查	1						
no_path	没有通路	1						
is_protect_not_give_up	免战期间不能放弃地块	1						
type_can_not_give_up	此类型地块不能放弃	1						
have_give_up	已经在放弃地块倒计时中	1						
no_land_is_give_up	没有正在放弃的地块可取消	1						
not_role_land	地块不属于自己	1						
skill_is_max_lv	等级已达最大	1						
card_no_skill	武将未拥有此技能	1						
treasure_is_init	宝物初始状态不能重置	1						
treasure_already_max	宝物等级以达到最大	1						
card_no_treasure	武将未穿带此宝物	1						
fihgt_error_same_corps	不能攻击属于自己或友方的领地	1						
fihgt_error_same_PowerCt	不能攻击属于同一势力	1						
state_error	地块状态错误	1						
not_owner	不是拥有者	1						
not_same_corps	无法驻防敌人的领地！	1						
sgz2_fight_lib_5_action_power	武将体力不足	1						
sgz2_fight_lib_5_role_lv	主公等级不足	1						
sgz2_fight_lib_5_influence	主公势力值不足	1						
sgz2_fight_lib_5_main_building_level	主公大殿等级不足	1						
sgz2_fight_lib_5_wood	主公木材不足	1						
sgz2_fight_lib_5_mineral	主公石料不足	1						
sgz2_fight_lib_5_iron	主公铁锭不足	1						
sgz2_fight_lib_5_forage	主公粮食不足	1						
sgz2_fight_lib_5_building_type	建筑等级限制	1						
map_build_lib_create_map_build_for_sgz2_influence	主公势力值不足	1						
PowerCt_role_num_max	该势力人数已满	1						
PowerCt_no_born_point	势力没有空余出生点	0						
fete_cd	祭祀在cd中	1						
fete_not_cd	祭祀不在cd中	1						
pvb_max	政令已经上限	1						
sgz2_fight_lib_check_action_power	武将体力不足	1						
sgz2_fight_lib_check_building_type	建筑等级不足	1						
sgz2_fight_lib_check_forage	粮食不足	1						
sgz2_fight_lib_check_influence	势力值不足	1						
sgz2_fight_lib_check_iron	铁锭不足	1						
sgz2_fight_lib_check_mineral	石料不足	1						
sgz2_fight_lib_check_wood	木材不足	1						
sgz2_fight_lib_check_main_building_level	大殿等级不足	1						
sgz2_fight_lib_check_pvb	政令不足	1						
sgz2_fight_lib_check_role_lv	玩家等级不足	1						
map_build_lib_uplevel_for_sgz2_pvb	政令不足	1						
map_build_lib_uplevel_for_sgz2_game_rmb	金券不足	1						
map_build_lib_rmb_for_uplevel_cd_game_rmb	金券不足	1						
have_no_build	没有该营寨	1						
build_garray_num_limit	营寨待命队伍已经达到上限	1						
protect_time_limit	土地保护状态中	1						
castle_lib_move_castle_cd	迁城cd中	1						
train_card_lib_training_card_pvb	政令不足	1						
resource_collect_influence	势力值达到%s才可屯田							
train_card_influence	势力值达到%s才可练兵							
map_build_influence	势力值达到%s才可建造							
role_state_lib_martial_law_open_condition_and	戒严功能未开启	1						
role_state_lib_martial_law_open_condition_or	戒严功能未开启	1						
is_rookie_protecting	新手保护状态中，无法戒严	1						
martial_state_limit	戒严状态错误	1						
garray_not_idle_for_move_castle	有部队尚未回城，不可迁城	1						
garray_not_marching	部队不在行军中	1						
no_corps_tag	标记不存在，无法删除	1						
you_shouldnt_build_in_give_up_land	放弃中的领地不可建造	1						
no_open	该功能没有开启	0						
should_destory_map_build_and_then_destory_land	建筑施工中，暂时无法放弃！	0						
not_open_express	陈情势力值不足							
not_invitition_count	当前结盟数量已达到上限	1						
not_invition	找不到这个申请							
invitition_type_error 	申请状态错误							
not_invitition	当前申请不存在							
not_find_corps_name	未查到该联盟	1						
garray_go_backed	部队已到达	1						
garray_not_in_castle	部队不在城中	1						
card_in_the_garray	武将下阵后可进行卸甲操作	1						
fihgt_error_firends_corps	不能攻击你的盟友	1						
friend_full	结盟队列已满，请解除其他申请	1						
garray_is_in_barracks	队伍已经在营寨中	1						
card_put_treasure	武将佩戴宝物，无法升星	1						
is_cowardice	队伍中有武将处于负伤状态，暂时无法出征	1						
fihgt_error_land_in_my_self	不能攻击属于自己的领地	1						
fihgt_error_no_monster	不能攻击自己没有匪寇的土地	1						
other_friend_full	结盟的联盟结盟数量已满	1						
other_corps_limit	申请的联盟结盟数量已满	1						
point_fighting_can_not_sweeping_marching	该目标点处于交战中，暂不能进行扫荡	1						
report_timeout	战报已过期	1						
is_rout_state	击溃状态不能戒严	1						
corps_bagua_lib_use_yin_yang_tool	阴阳爻不足	1						
ld_draw_game_rmb	金券不足	1						
not_give_up_self_town	不能放弃自己的城池	1						
map_build_lib_create_map_build_for_sgz2_pvb	建筑创建政令不足	1						
is_you_friend_corps	对方已经是你的盟友	1						
card_in_express	武将在陈情中不能消耗	1						
sgz2_fight_lib_resource_collect_pvb	政令不足	1						
building_is_recruiting	营寨招兵中，暂不可进行拆除操作	1						
please_destroy_build	请先拆除建筑再进行操作	1						
card_lib_up_card_skill_stratagem	韬略值不足，不能升级	1						
build_is_building	建筑还未建造完成	1						
ground_is_giving_up	3*3地基用地不可处于放弃中状态！	1						
missing_role_no_point	主公长时间未上线，我们已将您的主城暂时收起保护，但由于现在没有合适的出生位置，请主公稍后再试！	2						
pvb_day_max	政令购买次数已达上限	0						
point_fight	战斗中	1						
main_building_level_3	大殿等级不足	1						
sgz2_fight_lib_resource_collect_action_power	武将屯田体力不足	1						
train_card_lib_training_card_action_power	武将练兵体力不足	1						
train_card_lib_training_card_open_building_type	建筑等级不足	1						
train_card_lib_training_card_open_influence	开启练兵功能势力不足	1						
restore_lib_buy_pvb_game_rmb	金券不足	1						
no_queue_info	没有征兵队列信息	1						
had_unlock	宝物解锁失败	1						
new_treasure_lib_up_streng_stratagem	强化宝物韬略值不足	1						
new_treasure_lib_up_streng_need_money	强化宝物货币不足	1						
report_lib_spy_money	侦察消耗铜币不足	1						
no_mail_user	未找到该玩家，请重新输入	1						
card_is_on_other_garray	卡牌在其他队伍中	1						
exist_personal_monster_can_not_sweeping_marching	该点不能进行荡寇行军	1						
not_owner_land	该点不属于自己	1						
queue_early	招兵提前结束	1						
ld_lib_draw_half_price_times	半价抽卡次数不足	1						
ld_lib_draw_game_rmb	抽卡金券不足	1						
ordnance_no_reuse	器械上阵错误	1						
error_checkin_over	已经签到过了	1						
buy_count_overflow_today	进修购买次数不足	1						
card_practiceing	武将正在进修	1						
count_overflow_today	进修次数不足	1						
practice_lib_check_buy_rmb_count_game_rmb	进修购买次数金券不足	1						
practice_lib_check_start_practice_money	开始进修铜币不足	1						
practice_lib_check_start_practice_game_rmb	开始进修金券不足	1						
practice_lib_check_start_practice_action_power	开始进修体力不足	1						
card_in_practice	武将正在进修	1						
no_born	该势力已满员	1						
castle_lib_sgz2_create_sub_castle_max_sub_num	分城数量达到上限	0						
castle_lib_sgz2_create_sub_castle_influence	修建分城玩家势力值不足	0						
castle_lib_sgz2_create_sub_castle_pvb	修建分城玩家政令不足	0						
castle_lib_sgz2_create_sub_castle_main_building_level	修建分城主城大殿等级不足	0						
castle_lib_sgz2_create_sub_castle_wood	修建分城主城大殿木材不足	0						
castle_lib_sgz2_create_sub_castle_mineral	修建分城主城大殿石料不足	0						
castle_lib_sgz2_create_sub_castle_iron	修建分城主城大殿铁锭不足	0						
castle_lib_sgz2_create_sub_castle_forage	修建分城主城大殿粮草不足	0						
not_open_practice	进修开启条件不足	1						
influence_limit_1	世界频道开启条件不足	1						
influence_limit_2	书信开启条件不足	1						
influence_limit_3	联盟频道开启条件不足	1						
influence_limit_4	势力频道开启条件不足	1						
influence_limit_5	收费频道开启条件不足	1						
influence_limit_6	跨服频道开启条件不足	1						
influence_limit_7	军团频道开启条件不足	1						
card_had_other_consume 	武将包含多张高品质卡，请先重置武将	1						
must_owner_or_vice_owner_get_friend_recommends	权限不足	1						
is_you_enemy_corps	无法和敌对关系的联盟进行结盟	1						
tag_flower_limit	联盟标记数量已达上限	1						
not_group	该军团已被解散	1						
device_disable	该设备已被封停	1						
influence_limit_17	势力频道开启条件不足	1						
card_time_limit	月卡有效期大于60天无法再次购买	1						
fihgt_error_sgz2_mountain_fastness_no_exist	山寨已经消失不能出征	1						
influence_error_return	势力值不足	1						
castle_uid_error	该城池不存在	1						
corps_request_only_country	不在该联盟的势力覆盖范围内！	1						
map_build_lib_create_map_build_for_sgz2_ground_lv	地块等级或类型错误	1						
exchange_not_open	交易所未开放	1						
re_born_cd	再起冷却中 	1						
is_recruit	正在招兵中 	1						
change_error	兑换失败 	1						
montha_get_fail	月卡奖励领取失败 	1						
check_function_db_check_function_db_role_infulence_friend 	添加好友势力值不足	1						
card_in_lock	卡牌已经上锁	1						
building_lib_building_up_game_rmb	升级建筑金饼不足	1						
col_resource_limit	屯田资源超出上限	1						
corps_commander_num_limit	指挥官任命数量上限	1						
corps_diplomat_num_limit	外交官任命数量上限	1						
no_fete	免费次数未用完	1						
chat_uid_error	聊天uid错误	1						
garray_not_in_build	队伍不在可招兵建筑中	1						
expired	卡包已过期	1						
ld_disappear	未找到卡包	1						
card_lib_second_slot_card_lv	解锁第二宝物消耗卡牌等级不足	1						
comm_cd_limit	操作过于频繁	0						
bridge_can_not_build	桥梁不能修建	1						
not_find_castle	没有找到该城池	1						
main_castle_can_not_destroy	主城不能拆除	1						
castle_state_error	城池状态有误，不能拆除	1						
shop_db_checks_game_rmb	商店购买金饼不足	1						
corps_judge_num_limit	执法官任命数量上限	1						
card_level_overflow	卡牌等级超过最大上限	1						
has_lock	解锁武将阵型已上锁	1						
group_mem_max	此军团已满	1						
already_recruit	武将正在征兵	1						
sub_castle_can_not_move	分城不能迁城	1						
content_error	发送的内容错误	1						
gm_empty	没有有效gm指令	1						
cant_gm	禁止使用聊天gm	1						
need_queue	需要排队	1						
lose_vision	已失去视野	1						
garray_leave	队伍已离开	1						
log_unknow_err	登录错误	1						
not_idc_environment	不是idc环境	1						
cfg_error	L5配置错误	1						
times_limit	次数不足	1						
cd_limit	CD中	1						
web_err	网络错误	1						
share_error	分享失败	1						
ask_error	索要下单失败	1						
channel_error	登录渠道错误	1						
corps_err	无军团或职位错误	1						
card_storage_full	武将背包已满，请先清理武将背包。	1						
ocard_not_consume	操作武将不可作为消耗武将	1						
limitg_is_giving	限购物品正在发货中	1						
condition_limit	条件不满足	1						
ld_lib_draw_limit_free_times 	免费次数不足 	1						
corps_lib_corps_resources_donate_forage	资源不足	1						
need_same_quality_card	需要相同品质的武将	1						
developmenting	该点有拓路部队，不能放弃土地	1						
development_is_one	拓路部队只允许存在一支	1						
sgz2_fight_lib_development_route_action_power	拓路体力不足	1						
corps_lib_unlock_study_corps_iron 	联盟铁矿不足 	1						
corps_lib_unlock_study_corps_wood	联盟木材不足	1						
corps_lib_unlock_study_corps_forage	联盟粮草不足	1						
corps_lib_unlock_study_corps_mineral	联盟石头不足	1						
corps_study_lock	所需科技未解锁	1						
land_type_limit	地块类型限制	1						
land_lv_limit	地块等级限制	1						
build_num_max	建筑当前数量已达上限	1						
build_lv_max	建筑当前等级已达上限	1						
corps_build_not_destroy	没有正在拆除的建筑	1						
give_up_land_cant_collect	土地放弃中，不可屯田	1						
give_up_land_cant_train	土地放弃中，不可练兵	1						
need_owner_nine_self_diji	只能迁城到九块属于自己的地基中央	1						
corps_wood_not_enough	联盟木材不足	1						
corps_iron_not_enough	联盟铁矿不足	1						
corps_mineral_not_enough	联盟石头不足	1						
corps_forage_not_enough	联盟粮草不足	1						
corps_money_not_enough	联盟铜币不足	1						
cant_cross_chat	不能跨服聊天	1						
g_array_error	分享队伍为空	1						
audio_err	语音信息存在屏蔽字	1						
land_is_change	地块发生改变，不能练兵	1						
developmenting_stop_train	该点有拓路部队，不能进行练兵	1						
developmenting_stop_col	该点有拓路部队，不能进行屯田	1						
script_is_over	剧本已结束	0						
developmenting_creat_map	该点有拓路部队，不能进行建造	1						
card_lib_up_star_color_card	闪卡素材卡不足	1						
horn_lib_send_horn_role_infulence	势力值不足	1						
this_corps_in_country	联盟已经加入了某个国家	1						
no_country	没有国家	1						
no_owner_country	不是国家拥有者	1						
sub_corps_num_limit	附属联盟上限	1						
max_corps_country_num_limit	全服国家数量上限	1						
country_creating	国家创建中	1						
no_owner_town	没有占领这个城池	1						
country_exist	这个国家已存在	1						
same_guodu	相同的国都	1						
no_invite	没有邀请	1						
country_corps_relation_11_11	邀请同一个联盟成为附属盟冷却时间	1						
corps_no_exist	联盟不存在	1						
country_flag_used	国家旗帜被使用	1						
words_filter_error	功能不可用	1						
use_help_overflow	使用协战次数已达上限	1						
select_dif	难度出现异常	1						
duplicate_dif_pass	难度已经通关	1						
no_bandit	流寇已经消失，不能攻打流寇	1						
script_can_not_create	无法在除新手服之外的服务器创建角色！	0						
role_is_transfer	角色已转移	0						
sgz2_duplicate_lib_check_open_role_max_influence	论兵未开启	1						
no_corps_by_duplicate	您已退出联盟，请加入联盟后再试	1						
duplicate_num_limit	论兵挑战次数不足	1						
script_limit	当前剧本限制报名	1						
script_state_error	服务器剧本状态错误	1						
already_enroll	已经报名剧本	1						
in_cd	报名cd中	1						
enroll_num_limit	剧本报名人数限制	1						
in_team	已经在队伍中	1						
no_power	权限不足	1						
type_error	报名类型错误	1						
no_enroll	还没有报名剧本	1						
is_locked	状态锁定中	1						
enroll_team_lib_create_game_rmb	金饼不足	1						
in_script_team	在小队中	1						
apply_num_limit	申请条数限制	1						
already_apply	已经申请过	1						
team_is_locked	小队已锁定	1						
member_limit	成员人数上限	1						
team_owner	小队长不能被踢	1						
not_in_team	不在小队内	1						
not_confirm	还未确认	1						
not_same_team	不是同一小队	1						
group_num_limit	小组人数限制	1						
not_in_group	不在小组中	1						
no_team	没有小队	1						
not_in_group	不在小组中	1						
search_none	没有搜索到对应信息	1						
script_lib_sign_up_influence	报名势力值不足	1						
